time;WT3_WT3_LvMeasurements_PPu;WT3_WT3_LvMeasurements_QPu;WT3_WT3_LvMeasurements_UPu;WT3_WT3_injector_PInjPu;WT3_WT3_injector_PInjPuSn;WT3_WT3_injector_QInjPu;WT3_WT3_injector_QInjPuSn;WT3_WT3_injector_terminal_V_re;WT3_WT3_injector_terminal_i_re;WT3_WT3_injector_terminal_V_im;WT3_WT3_injector_terminal_i_im;WT3_WT3_injector_UPu;WT3_WT3_injector_idPu;WT3_WT3_injector_iqPu;WT3_WT3_pll_omegaPLLPu;WT3_WT3_wecc_reec_idCmdPu;WT3_WT3_wecc_reec_iqCmdPu;WT3_WT3_LvTfo_RPu;WT3_WT3_LvTfo_XPu;
0.000000;0.350000;0.100001;1.000000;0.700002;0.350001;0.200005;0.100002;0.999380;-0.706629;0.035334;0.175145;1.000005;0.350000;-0.100000;1.000094;0.350000;0.100000;0.000010;0.000010;
0.000001;0.350000;0.100001;1.000000;0.700002;0.350001;0.200005;0.100002;0.999380;-0.706629;0.035334;0.175145;1.000005;0.350000;-0.100000;1.000094;0.350000;0.100000;0.000010;0.000010;
0.000002;0.350000;0.100001;1.000000;0.700002;0.350001;0.200005;0.100002;0.999380;-0.706629;0.035334;0.175145;1.000005;0.350000;-0.100000;1.000093;0.350000;0.100000;0.000010;0.000010;
0.000004;0.350000;0.100001;1.000000;0.700002;0.350001;0.200005;0.100002;0.999380;-0.706629;0.035334;0.175145;1.000005;0.350000;-0.100000;1.000091;0.350000;0.100000;0.000010;0.000010;
0.000008;0.350000;0.100001;1.000000;0.700002;0.350001;0.200005;0.100002;0.999380;-0.706629;0.035334;0.175145;1.000005;0.350000;-0.100000;1.000088;0.350000;0.100000;0.000010;0.000010;
0.000016;0.350000;0.100001;1.000000;0.700002;0.350001;0.200005;0.100002;0.999380;-0.706629;0.035334;0.175145;1.000005;0.350000;-0.100000;1.000081;0.350000;0.100000;0.000010;0.000010;
0.000032;0.350000;0.100001;1.000000;0.700002;0.350001;0.200004;0.100002;0.999380;-0.706629;0.035334;0.175145;1.000005;0.350000;-0.100000;1.000070;0.350000;0.100000;0.000010;0.000010;
0.000064;0.350000;0.100001;1.000000;0.700002;0.350001;0.200004;0.100002;0.999380;-0.706629;0.035334;0.175144;1.000005;0.350000;-0.100000;1.000052;0.350000;0.100000;0.000010;0.000010;
0.000128;0.350000;0.100000;1.000000;0.700002;0.350001;0.200003;0.100002;0.999380;-0.706629;0.035334;0.175144;1.000004;0.350000;-0.100000;1.000027;0.350000;0.100000;0.000010;0.000010;
0.000256;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000003;0.350000;0.100000;0.000010;0.000010;
0.000512;0.350000;0.100000;1.000000;0.700003;0.350001;0.200002;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;0.999990;0.350000;0.100000;0.000010;0.000010;
0.001024;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;0.999998;0.350000;0.100000;0.000010;0.000010;
0.002048;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.004096;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.008192;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.016384;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.032768;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.047514;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.062259;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.075530;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.088801;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.100745;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.112689;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.124633;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.148521;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.172409;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.196297;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.220185;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.244072;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.267960;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.291848;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.315736;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.339624;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.363512;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.387400;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.411288;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.435175;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.459063;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.506839;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.545343;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.583846;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.617674;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.648119;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.678564;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.709009;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.739454;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.769899;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.803800;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.837701;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.871602;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.905503;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.923700;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.941896;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.960092;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
0.996484;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
1.000000;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
1.000001;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
1.000002;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
1.000004;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
1.000008;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
1.000016;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
1.000032;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
1.000064;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350000;0.100000;0.000010;0.000010;
1.000128;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350001;0.100000;0.000010;0.000010;
1.000256;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706629;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350003;0.100000;0.000010;0.000010;
1.000512;0.350000;0.100000;1.000000;0.700003;0.350001;0.200003;0.100001;0.999380;-0.706630;0.035334;0.175143;1.000004;0.350000;-0.100000;1.000000;0.350013;0.100000;0.000010;0.000010;
1.001024;0.350001;0.100000;1.000000;0.700005;0.350002;0.200003;0.100001;0.999380;-0.706631;0.035334;0.175143;1.000004;0.350001;-0.100000;1.000001;0.350050;0.100000;0.000010;0.000010;
1.002048;0.350008;0.100000;1.000000;0.700018;0.350009;0.200003;0.100001;0.999380;-0.706645;0.035335;0.175142;1.000004;0.350008;-0.100000;1.000003;0.350194;0.100000;0.000010;0.000010;
1.004096;0.350055;0.100000;1.000000;0.700113;0.350057;0.200003;0.100001;0.999380;-0.706741;0.035340;0.175135;1.000004;0.350055;-0.100000;1.000010;0.350720;0.100000;0.000010;0.000010;
1.008192;0.350365;0.100000;0.999999;0.700732;0.350366;0.200003;0.100002;0.999377;-0.707366;0.035371;0.175092;1.000003;0.350365;-0.100000;1.000034;0.352515;0.100000;0.000010;0.000010;
1.012288;0.351021;0.100000;0.999996;0.702046;0.351023;0.200003;0.100002;0.999373;-0.708692;0.035437;0.174999;1.000001;0.351023;-0.100000;1.000064;0.355082;0.100000;0.000010;0.000010;
1.016384;0.352073;0.100000;0.999993;0.704148;0.352074;0.200004;0.100002;0.999365;-0.710814;0.035543;0.174850;0.999997;0.352076;-0.100000;1.000097;0.358180;0.100000;0.000010;0.000010;
1.020480;0.353527;0.100000;0.999988;0.707058;0.353529;0.200003;0.100002;0.999355;-0.713751;0.035690;0.174642;0.999992;0.353532;-0.100000;1.000129;0.361631;0.100001;0.000010;0.000010;
1.024576;0.355368;0.100000;0.999981;0.710738;0.355369;0.200003;0.100001;0.999342;-0.717466;0.035876;0.174378;0.999986;0.355375;-0.100000;1.000159;0.365315;0.100001;0.000010;0.000010;
1.028672;0.357560;0.100000;0.999973;0.715122;0.357561;0.200002;0.100001;0.999326;-0.721892;0.036097;0.174061;0.999978;0.357570;-0.100000;1.000186;0.369148;0.100001;0.000010;0.000010;
1.036864;0.362785;0.099999;0.999954;0.725573;0.362787;0.200001;0.100000;0.999288;-0.732442;0.036625;0.173298;0.999959;0.362802;-0.100001;1.000228;0.377036;0.100003;0.000010;0.000010;
1.045056;0.368933;0.099998;0.999932;0.737868;0.368934;0.199998;0.099999;0.999242;-0.744853;0.037246;0.172386;0.999936;0.368959;-0.100002;1.000260;0.385115;0.100004;0.000010;0.000010;
1.053248;0.375751;0.099997;0.999906;0.751505;0.375753;0.199995;0.099997;0.999191;-0.758619;0.037934;0.171356;0.999911;0.375787;-0.100003;1.000281;0.393280;0.100007;0.000010;0.000010;
1.061440;0.383038;0.099995;0.999878;0.766079;0.383040;0.199992;0.099996;0.999135;-0.773331;0.038670;0.170235;0.999883;0.383086;-0.100005;1.000296;0.401478;0.100009;0.000010;0.000010;
1.069632;0.390642;0.099994;0.999849;0.781288;0.390644;0.199990;0.099995;0.999075;-0.788683;0.039437;0.169043;0.999853;0.390702;-0.100007;1.000305;0.409685;0.100012;0.000010;0.000010;
1.077824;0.398456;0.099994;0.999818;0.796915;0.398457;0.199989;0.099994;0.999013;-0.804458;0.040226;0.167794;0.999823;0.398529;-0.100009;1.000311;0.417895;0.100015;0.000010;0.000010;
1.086016;0.406405;0.099993;0.999785;0.812814;0.406407;0.199988;0.099994;0.998948;-0.820509;0.041029;0.166498;0.999791;0.406493;-0.100011;1.000315;0.426105;0.100018;0.000010;0.000010;
1.094208;0.414443;0.099992;0.999752;0.828889;0.414445;0.199987;0.099993;0.998882;-0.836736;0.041840;0.165162;0.999757;0.414546;-0.100014;1.000318;0.434314;0.100021;0.000010;0.000010;
1.102400;0.422536;0.099991;0.999718;0.845076;0.422538;0.199986;0.099993;0.998813;-0.853075;0.042657;0.163791;0.999724;0.422656;-0.100017;1.000320;0.442524;0.100024;0.000010;0.000010;
1.110592;0.430665;0.099991;0.999684;0.861334;0.430667;0.199985;0.099993;0.998743;-0.869487;0.043478;0.162386;0.999689;0.430802;-0.100020;1.000321;0.450735;0.100027;0.000010;0.000010;
1.126976;0.446974;0.099990;0.999612;0.893952;0.446976;0.199984;0.099992;0.998598;-0.902414;0.045124;0.159487;0.999617;0.447148;-0.100026;1.000322;0.467158;0.100034;0.000010;0.000010;
1.143360;0.463327;0.099989;0.999537;0.926659;0.463329;0.199983;0.099991;0.998447;-0.935430;0.046775;0.156471;0.999542;0.463542;-0.100033;1.000322;0.483584;0.100042;0.000010;0.000010;
1.149000;0.468961;0.099989;0.999510;0.937927;0.468963;0.199982;0.099991;0.998394;-0.946805;0.047344;0.155406;0.999516;0.469191;-0.100036;1.000323;0.489240;0.100044;0.000010;0.000010;
1.149001;0.468962;0.099989;0.999510;0.937929;0.468964;0.199982;0.099991;0.998394;-0.946807;0.047344;0.155406;0.999516;0.469192;-0.100036;1.000323;0.489241;0.100044;0.000010;0.000010;
1.149002;0.468963;0.099989;0.999510;0.937931;0.468965;0.199982;0.099991;0.998394;-0.946809;0.047344;0.155406;0.999516;0.469193;-0.100036;1.000323;0.489242;0.100044;0.000010;0.000010;
1.149004;0.468965;0.099989;0.999510;0.937935;0.468967;0.199982;0.099991;0.998394;-0.946813;0.047345;0.155406;0.999516;0.469195;-0.100036;1.000323;0.489244;0.100044;0.000010;0.000010;
1.149008;0.468969;0.099989;0.999510;0.937943;0.468971;0.199982;0.099991;0.998394;-0.946821;0.047345;0.155405;0.999516;0.469199;-0.100036;1.000323;0.489248;0.100044;0.000010;0.000010;
1.149016;0.468977;0.099989;0.999510;0.937959;0.468979;0.199982;0.099991;0.998394;-0.946837;0.047346;0.155403;0.999516;0.469207;-0.100036;1.000323;0.489256;0.100044;0.000010;0.000010;
1.149032;0.468993;0.099989;0.999510;0.937991;0.468995;0.199982;0.099991;0.998394;-0.946869;0.047347;0.155400;0.999516;0.469223;-0.100036;1.000323;0.489272;0.100044;0.000010;0.000010;
1.149064;0.469025;0.099989;0.999510;0.938055;0.469027;0.199982;0.099991;0.998394;-0.946934;0.047351;0.155394;0.999516;0.469255;-0.100036;1.000323;0.489304;0.100044;0.000010;0.000010;
1.149128;0.469089;0.099989;0.999510;0.938183;0.469091;0.199982;0.099991;0.998393;-0.947063;0.047357;0.155382;0.999516;0.469320;-0.100036;1.000323;0.489368;0.100044;0.000010;0.000010;
1.149256;0.469217;0.099989;0.999509;0.938439;0.469219;0.199982;0.099991;0.998392;-0.947321;0.047370;0.155358;0.999515;0.469448;-0.100036;1.000323;0.489496;0.100044;0.000010;0.000010;
1.149512;0.469473;0.099989;0.999508;0.938951;0.469475;0.199982;0.099991;0.998389;-0.947838;0.047396;0.155309;0.999514;0.469705;-0.100036;1.000323;0.489751;0.100045;0.000010;0.000010;
1.150024;0.469985;0.099989;0.999506;0.939974;0.469987;0.199982;0.099991;0.998385;-0.948871;0.047448;0.155212;0.999511;0.470217;-0.100036;1.000322;0.490251;0.100045;0.000010;0.000010;
1.151048;0.471005;0.099989;0.999501;0.942015;0.471008;0.199982;0.099991;0.998375;-0.950932;0.047551;0.155017;0.999507;0.471241;-0.100036;1.000321;0.491203;0.100045;0.000010;0.000010;
1.152072;0.472020;0.099989;0.999496;0.944045;0.472023;0.199982;0.099991;0.998365;-0.952981;0.047653;0.154823;0.999502;0.472259;-0.100037;1.000319;0.492080;0.100046;0.000010;0.000010;
1.153096;0.473026;0.099989;0.999491;0.946057;0.473028;0.199982;0.099991;0.998355;-0.955012;0.047755;0.154630;0.999497;0.473267;-0.100037;1.000316;0.492879;0.100046;0.000010;0.000010;
1.155144;0.474995;0.099988;0.999482;0.949994;0.474997;0.199982;0.099991;0.998337;-0.958986;0.047953;0.154252;0.999488;0.475241;-0.100038;1.000307;0.494262;0.100047;0.000010;0.000010;
1.157192;0.476893;0.099988;0.999473;0.953791;0.476895;0.199981;0.099991;0.998318;-0.962819;0.048145;0.153885;0.999479;0.477145;-0.100039;1.000294;0.495393;0.100048;0.000010;0.000010;
1.161288;0.480418;0.099988;0.999456;0.960841;0.480420;0.199981;0.099990;0.998284;-0.969935;0.048501;0.153201;0.999462;0.480680;-0.100041;1.000265;0.497102;0.100050;0.000010;0.000010;
1.165384;0.483555;0.099988;0.999441;0.967114;0.483557;0.199980;0.099990;0.998253;-0.976268;0.048818;0.152588;0.999446;0.483825;-0.100043;1.000233;0.498235;0.100052;0.000010;0.000010;
1.169480;0.486289;0.099988;0.999427;0.972584;0.486292;0.199980;0.099990;0.998227;-0.981789;0.049094;0.152050;0.999433;0.486568;-0.100045;1.000200;0.498975;0.100053;0.000010;0.000010;
1.173576;0.488635;0.099988;0.999416;0.977275;0.488637;0.199980;0.099990;0.998203;-0.986525;0.049330;0.151587;0.999422;0.488920;-0.100046;1.000170;0.499454;0.100055;0.000010;0.000010;
1.177672;0.490621;0.099988;0.999406;0.981248;0.490624;0.199981;0.099991;0.998184;-0.990536;0.049531;0.151194;0.999412;0.490913;-0.100048;1.000143;0.499763;0.100056;0.000010;0.000010;
1.185864;0.493726;0.099989;0.999391;0.987457;0.493729;0.199983;0.099991;0.998153;-0.996804;0.049844;0.150576;0.999397;0.494027;-0.100051;1.000099;0.500127;0.100059;0.000010;0.000010;
1.194056;0.495874;0.099990;0.999380;0.991754;0.495877;0.199986;0.099993;0.998132;-1.001141;0.050061;0.150148;0.999386;0.496182;-0.100054;1.000066;0.500272;0.100060;0.000010;0.000010;
1.202248;0.497322;0.099992;0.999373;0.994649;0.497324;0.199989;0.099994;0.998117;-1.004063;0.050207;0.149859;0.999379;0.497633;-0.100056;1.000043;0.500319;0.100062;0.000010;0.000010;
1.210440;0.498277;0.099993;0.999369;0.996559;0.498280;0.199991;0.099996;0.998108;-1.005992;0.050304;0.149669;0.999375;0.498591;-0.100058;1.000028;0.500329;0.100062;0.000010;0.000010;
1.218632;0.498898;0.099994;0.999366;0.997802;0.498901;0.199993;0.099997;0.998102;-1.007246;0.050367;0.149546;0.999372;0.499215;-0.100060;1.000018;0.500327;0.100063;0.000010;0.000010;
1.226824;0.499298;0.099995;0.999364;0.998602;0.499301;0.199995;0.099998;0.998098;-1.008054;0.050407;0.149467;0.999370;0.499616;-0.100061;1.000011;0.500324;0.100063;0.000010;0.000010;
1.235016;0.499554;0.099996;0.999362;0.999113;0.499557;0.199997;0.099998;0.998095;-1.008570;0.050433;0.149416;0.999368;0.499872;-0.100062;1.000007;0.500322;0.100064;0.000010;0.000010;
